driver_id,vehicle_type,driver_partner_type
19814,Motorcycle,Independent Driver
19865,Motorcycle,Partner Fleet
19877,Motorcycle,Partner Fleet
19888,Bicycle,Independent Driver
19898,Motorcycle,Independent Driver
19926,Motorcycle,Independent Driver
19928,Motorcycle,Independent Driver
19966,Bicycle,Independent Driver
19967,Bicycle,Independent Driver
19968,Bicycle,Independent Driver
19969,Motorcycle,Independent Driver
19993,Motorcycle,Independent Driver
19997,Motorcycle,Independent Driver
20008,Motorcycle,Independent Driver
20011,Bicycle,Independent Driver
20013,Motorcycle,Partner Fleet
20016,Bicycle,Independent Driver
20059,Motorcycle,Independent Driver
20062,Motorcycle,Independent Driver
20067,Bicycle,Independent Driver
20075,Bicycle,Independent Driver
20089,Motorcycle,Independent Driver
20121,Motorcycle,Independent Driver
20128,Motorcycle,Independent Driver
20142,Motorcycle,Independent Driver
20156,Bicycle,Independent Driver
20177,Motorcycle,Independent Driver
20178,Bicycle,Independent Driver
20183,Bicycle,Independent Driver
20223,Bicycle,Independent Driver
20240,Motorcycle,Independent Driver
20245,Motorcycle,Independent Driver
20248,Motorcycle,Partner Fleet
20253,Bicycle,Independent Driver
20258,Motorcycle,Independent Driver
20286,Motorcycle,Partner Fleet
20295,Motorcycle,Independent Driver
20346,Motorcycle,Independent Driver
20368,Bicycle,Independent Driver
20387,Bicycle,Independent Driver
20411,Bicycle,Independent Driver
20495,Motorcycle,Partner Fleet
20500,Motorcycle,Independent Driver
20514,Motorcycle,Independent Driver
20525,Motorcycle,Independent Driver
20532,Bicycle,Independent Driver
20552,Bicycle,Independent Driver
20588,Motorcycle,Partner Fleet
20590,Motorcycle,Independent Driver
20596,Bicycle,Independent Driver
20647,Bicycle,Independent Driver
20696,Motorcycle,Independent Driver
20698,Bicycle,Independent Driver
20703,Motorcycle,Independent Driver
20772,Motorcycle,Independent Driver
20836,Bicycle,Independent Driver
20883,Bicycle,Independent Driver
20971,Motorcycle,Independent Driver
20973,Bicycle,Independent Driver
20976,Motorcycle,Independent Driver
20987,Bicycle,Independent Driver
21022,Motorcycle,Partner Fleet
21044,Bicycle,Independent Driver
21048,Bicycle,Independent Driver
21056,Bicycle,Independent Driver
21100,Bicycle,Independent Driver
21139,Bicycle,Independent Driver
21154,Bicycle,Independent Driver
21189,Bicycle,Independent Driver
21220,Motorcycle,Independent Driver
21227,Bicycle,Independent Driver
21232,Motorcycle,Independent Driver
21266,Bicycle,Independent Driver
21273,Motorcycle,Independent Driver
21294,Bicycle,Independent Driver
21316,Motorcycle,Independent Driver
21324,Bicycle,Independent Driver
21330,Motorcycle,Independent Driver
21349,Bicycle,Independent Driver
21362,Motorcycle,Independent Driver
21430,Bicycle,Independent Driver
21432,Motorcycle,Independent Driver
21434,Motorcycle,Partner Fleet
21443,Motorcycle,Independent Driver
21446,Motorcycle,Independent Driver
21454,Motorcycle,Independent Driver
21467,Motorcycle,Independent Driver
21481,Motorcycle,Independent Driver
21488,Bicycle,Independent Driver
21518,Motorcycle,Partner Fleet
21519,Motorcycle,Independent Driver
21641,Motorcycle,Independent Driver
21658,Motorcycle,Independent Driver
21670,Bicycle,Independent Driver
21681,Bicycle,Independent Driver
21708,Bicycle,Independent Driver
21733,Motorcycle,Partner Fleet
21755,Motorcycle,Independent Driver
21756,Motorcycle,Independent Driver
21760,Motorcycle,Independent Driver
21768,Bicycle,Independent Driver
21821,Bicycle,Independent Driver
21839,Bicycle,Independent Driver
21848,Motorcycle,Independent Driver
21851,Motorcycle,Independent Driver
21862,Motorcycle,Independent Driver
21923,Motorcycle,Partner Fleet
21926,Motorcycle,Independent Driver
22006,Bicycle,Independent Driver
22017,Bicycle,Independent Driver
22036,Motorcycle,Independent Driver
22039,Bicycle,Independent Driver
22098,Bicycle,Independent Driver
22114,Motorcycle,Independent Driver
22115,Motorcycle,Independent Driver
22125,Motorcycle,Independent Driver
22172,Motorcycle,Independent Driver
22184,Bicycle,Independent Driver
22198,Motorcycle,Partner Fleet
22209,Bicycle,Independent Driver
22217,Bicycle,Independent Driver
22230,Bicycle,Independent Driver
22260,Bicycle,Independent Driver
22266,Motorcycle,Partner Fleet
22290,Bicycle,Independent Driver
22305,Bicycle,Independent Driver
22307,Motorcycle,Independent Driver
22325,Motorcycle,Independent Driver
22345,Motorcycle,Independent Driver
22353,Motorcycle,Independent Driver
22354,Motorcycle,Independent Driver
22358,Bicycle,Independent Driver
22369,Motorcycle,Independent Driver
22380,Motorcycle,Partner Fleet
22409,Motorcycle,Independent Driver
22423,Motorcycle,Independent Driver
22428,Motorcycle,Independent Driver
22439,Bicycle,Independent Driver
22455,Motorcycle,Partner Fleet
22461,Motorcycle,Partner Fleet
22474,Motorcycle,Partner Fleet
22480,Motorcycle,Independent Driver
22499,Bicycle,Independent Driver
22532,Motorcycle,Independent Driver
22566,Motorcycle,Independent Driver
22587,Bicycle,Independent Driver
22650,Motorcycle,Independent Driver
22677,Motorcycle,Independent Driver
22693,Motorcycle,Independent Driver
22711,Motorcycle,Independent Driver
22726,Motorcycle,Partner Fleet
22744,Motorcycle,Partner Fleet
22749,Motorcycle,Independent Driver
22776,Motorcycle,Independent Driver
22792,Motorcycle,Independent Driver
22851,Motorcycle,Independent Driver
22879,Motorcycle,Independent Driver
22901,Motorcycle,Independent Driver
22904,Bicycle,Independent Driver
22916,Motorcycle,Independent Driver
22917,Motorcycle,Partner Fleet
22934,Motorcycle,Partner Fleet
22980,Motorcycle,Independent Driver
23005,Bicycle,Independent Driver
23055,Motorcycle,Partner Fleet
23063,Motorcycle,Independent Driver
23084,Motorcycle,Independent Driver
23092,Bicycle,Independent Driver
23093,Motorcycle,Partner Fleet
23109,Bicycle,Independent Driver
23113,Motorcycle,Independent Driver
23142,Motorcycle,Independent Driver
23159,Bicycle,Independent Driver
23188,Motorcycle,Independent Driver
23219,Bicycle,Independent Driver
23222,Motorcycle,Partner Fleet
23231,Bicycle,Independent Driver
23263,Motorcycle,Independent Driver
23271,Bicycle,Independent Driver
23274,Motorcycle,Independent Driver
23322,Motorcycle,Independent Driver
23345,Bicycle,Independent Driver
23357,Motorcycle,Independent Driver
23364,Bicycle,Independent Driver
23398,Motorcycle,Independent Driver
23399,Bicycle,Independent Driver
23434,Motorcycle,Independent Driver
23445,Motorcycle,Independent Driver
23446,Motorcycle,Independent Driver
23449,Motorcycle,Independent Driver
23454,Motorcycle,Independent Driver
23455,Bicycle,Independent Driver
23458,Motorcycle,Independent Driver
23459,Motorcycle,Independent Driver
23460,Bicycle,Independent Driver
23488,Motorcycle,Independent Driver
23523,Motorcycle,Partner Fleet
23524,Motorcycle,Partner Fleet
23534,Motorcycle,Independent Driver
23535,Bicycle,Independent Driver
23547,Bicycle,Independent Driver
23548,Bicycle,Independent Driver
23552,Motorcycle,Independent Driver
23558,Bicycle,Independent Driver
23559,Bicycle,Independent Driver
23587,Motorcycle,Partner Fleet
23588,Motorcycle,Partner Fleet
23591,Motorcycle,Independent Driver
23596,Motorcycle,Independent Driver
23603,Bicycle,Independent Driver
23604,Motorcycle,Independent Driver
23607,Bicycle,Independent Driver
23611,Motorcycle,Independent Driver
23616,Bicycle,Independent Driver
23619,Motorcycle,Independent Driver
23625,Motorcycle,Independent Driver
23631,Bicycle,Independent Driver
23638,Bicycle,Independent Driver
23656,Bicycle,Independent Driver
23658,Bicycle,Independent Driver
23659,Bicycle,Independent Driver
23660,Bicycle,Independent Driver
23670,Motorcycle,Partner Fleet
23671,Bicycle,Independent Driver
23679,Bicycle,Independent Driver
23695,Bicycle,Independent Driver
23701,Bicycle,Independent Driver
23725,Motorcycle,Independent Driver
23757,Bicycle,Independent Driver
23777,Motorcycle,Independent Driver
23780,Motorcycle,Partner Fleet
23784,Motorcycle,Partner Fleet
23788,Motorcycle,Independent Driver
23789,Motorcycle,Partner Fleet
23790,Motorcycle,Partner Fleet
23792,Motorcycle,Independent Driver
23796,Motorcycle,Partner Fleet
23797,Bicycle,Independent Driver
23799,Motorcycle,Independent Driver
23802,Motorcycle,Partner Fleet
23819,Motorcycle,Independent Driver
23831,Bicycle,Independent Driver
23842,Motorcycle,Independent Driver
23855,Motorcycle,Independent Driver
23860,Motorcycle,Partner Fleet
23875,Motorcycle,Partner Fleet
23900,Bicycle,Independent Driver
23905,Bicycle,Independent Driver
23912,Bicycle,Independent Driver
23914,Motorcycle,Independent Driver
23956,Motorcycle,Independent Driver
23962,Motorcycle,Independent Driver
23971,Motorcycle,Independent Driver
23975,Motorcycle,Partner Fleet
24000,Bicycle,Independent Driver
24007,Motorcycle,Independent Driver
24009,Motorcycle,Independent Driver
24018,Motorcycle,Independent Driver
24071,Motorcycle,Independent Driver
24088,Motorcycle,Independent Driver
24114,Motorcycle,Independent Driver
24130,Motorcycle,Partner Fleet
24152,Bicycle,Independent Driver
24154,Motorcycle,Independent Driver
24189,Bicycle,Independent Driver
24209,Motorcycle,Independent Driver
24217,Motorcycle,Independent Driver
24253,Motorcycle,Independent Driver
24297,Motorcycle,Independent Driver
24298,Motorcycle,Independent Driver
24326,Motorcycle,Independent Driver
24330,Motorcycle,Independent Driver
24337,Bicycle,Independent Driver
24341,Motorcycle,Partner Fleet
24358,Motorcycle,Independent Driver
24363,Bicycle,Independent Driver
24369,Motorcycle,Independent Driver
24372,Motorcycle,Independent Driver
24377,Motorcycle,Independent Driver
24379,Motorcycle,Independent Driver
24381,Motorcycle,Independent Driver
24399,Motorcycle,Independent Driver
24400,Motorcycle,Independent Driver
24431,Motorcycle,Independent Driver
24434,Motorcycle,Partner Fleet
24435,Motorcycle,Independent Driver
24478,Motorcycle,Independent Driver
24540,Motorcycle,Independent Driver
24550,Motorcycle,Independent Driver
24555,Bicycle,Independent Driver
24571,Motorcycle,Independent Driver
24584,Motorcycle,Independent Driver
24611,Motorcycle,Independent Driver
24655,Motorcycle,Independent Driver
24688,Motorcycle,Independent Driver
24705,Motorcycle,Independent Driver
24715,Motorcycle,Independent Driver
24719,Bicycle,Independent Driver
24728,Motorcycle,Partner Fleet
24747,Motorcycle,Independent Driver
24781,Motorcycle,Independent Driver
24791,Motorcycle,Independent Driver
24794,Motorcycle,Partner Fleet
24823,Motorcycle,Independent Driver
24830,Bicycle,Independent Driver
24857,Motorcycle,Independent Driver
24860,Motorcycle,Independent Driver
24865,Motorcycle,Independent Driver
24872,Motorcycle,Partner Fleet
24878,Motorcycle,Independent Driver
24887,Bicycle,Independent Driver
24927,Motorcycle,Independent Driver
24933,Motorcycle,Partner Fleet
24941,Motorcycle,Independent Driver
24944,Motorcycle,Independent Driver
24949,Bicycle,Independent Driver
24963,Motorcycle,Independent Driver
24977,Motorcycle,Independent Driver
24988,Bicycle,Independent Driver
24997,Bicycle,Independent Driver
25006,Bicycle,Independent Driver
25014,Motorcycle,Independent Driver
25021,Motorcycle,Partner Fleet
25023,Motorcycle,Independent Driver
25029,Motorcycle,Independent Driver
25030,Bicycle,Independent Driver
25034,Motorcycle,Independent Driver
25041,Motorcycle,Partner Fleet
25049,Motorcycle,Independent Driver
25066,Motorcycle,Independent Driver
25092,Motorcycle,Independent Driver
25113,Bicycle,Independent Driver
25147,Motorcycle,Independent Driver
25158,Bicycle,Independent Driver
25183,Bicycle,Independent Driver
25224,Motorcycle,Independent Driver
25240,Motorcycle,Independent Driver
25266,Motorcycle,Partner Fleet
25337,Bicycle,Independent Driver
25347,Motorcycle,Independent Driver
25357,Motorcycle,Independent Driver
25375,Motorcycle,Independent Driver
25388,Motorcycle,Independent Driver
25396,Bicycle,Independent Driver
25407,Motorcycle,Independent Driver
25409,Motorcycle,Independent Driver
25415,Bicycle,Independent Driver
25439,Motorcycle,Partner Fleet
25442,Motorcycle,Independent Driver
25453,Motorcycle,Independent Driver
25468,Motorcycle,Independent Driver
25484,Motorcycle,Independent Driver
25493,Motorcycle,Independent Driver
25498,Motorcycle,Independent Driver
25499,Bicycle,Independent Driver
25504,Motorcycle,Independent Driver
25506,Motorcycle,Independent Driver
25511,Motorcycle,Independent Driver
25520,Motorcycle,Independent Driver
25539,Bicycle,Independent Driver
25555,Motorcycle,Independent Driver
25567,Bicycle,Independent Driver
25575,Motorcycle,Partner Fleet
25576,Bicycle,Independent Driver
25588,Motorcycle,Partner Fleet
25590,Motorcycle,Independent Driver
25592,Motorcycle,Independent Driver
25597,Motorcycle,Independent Driver
25603,Motorcycle,Independent Driver
25610,Bicycle,Independent Driver
25618,Bicycle,Independent Driver
25621,Motorcycle,Independent Driver
25630,Bicycle,Independent Driver
25639,Motorcycle,Independent Driver
25644,Motorcycle,Independent Driver
25651,Motorcycle,Partner Fleet
25654,Bicycle,Independent Driver
25658,Bicycle,Independent Driver
25683,Motorcycle,Independent Driver
25689,Motorcycle,Partner Fleet
25712,Motorcycle,Independent Driver
25719,Bicycle,Independent Driver
25727,Bicycle,Independent Driver
25734,Motorcycle,Independent Driver
25739,Bicycle,Independent Driver
25777,Motorcycle,Partner Fleet
25784,Motorcycle,Independent Driver
25798,Motorcycle,Partner Fleet
25799,Bicycle,Independent Driver
25801,Bicycle,Independent Driver
25804,Motorcycle,Independent Driver
25817,Bicycle,Independent Driver
25831,Motorcycle,Independent Driver
25837,Motorcycle,Independent Driver
25849,Motorcycle,Independent Driver
25902,Motorcycle,Independent Driver
25916,Motorcycle,Independent Driver
25917,Motorcycle,Partner Fleet
25920,Bicycle,Independent Driver
25951,Motorcycle,Partner Fleet
25954,Motorcycle,Independent Driver
25971,Motorcycle,Independent Driver
25973,Bicycle,Independent Driver
25981,Motorcycle,Independent Driver
25983,Bicycle,Independent Driver
25986,Motorcycle,Independent Driver
25989,Motorcycle,Partner Fleet
25993,Motorcycle,Independent Driver
25997,Motorcycle,Independent Driver
25999,Bicycle,Independent Driver
26000,Motorcycle,Independent Driver
26007,Motorcycle,Independent Driver
26010,Bicycle,Independent Driver
26011,Motorcycle,Independent Driver
26014,Bicycle,Independent Driver
26052,Motorcycle,Independent Driver
26072,Motorcycle,Independent Driver
26075,Motorcycle,Partner Fleet
26088,Motorcycle,Independent Driver
26104,Motorcycle,Independent Driver
26107,Motorcycle,Independent Driver
26116,Bicycle,Independent Driver
26130,Motorcycle,Independent Driver
26131,Motorcycle,Independent Driver
26144,Motorcycle,Independent Driver
26154,Motorcycle,Partner Fleet
26188,Bicycle,Independent Driver
26189,Motorcycle,Independent Driver
26196,Motorcycle,Independent Driver
26205,Motorcycle,Independent Driver
26223,Motorcycle,Partner Fleet
26226,Motorcycle,Independent Driver
26230,Motorcycle,Partner Fleet
26233,Motorcycle,Partner Fleet
26234,Bicycle,Independent Driver
26237,Motorcycle,Partner Fleet
26251,Motorcycle,Partner Fleet
26268,Bicycle,Independent Driver
26273,Motorcycle,Independent Driver
26274,Motorcycle,Independent Driver
26278,Motorcycle,Partner Fleet
26284,Motorcycle,Independent Driver
26299,Motorcycle,Independent Driver
26300,Motorcycle,Independent Driver
26319,Motorcycle,Partner Fleet
26325,Bicycle,Independent Driver
26332,Motorcycle,Partner Fleet
26343,Motorcycle,Partner Fleet
26365,Motorcycle,Independent Driver
26369,Motorcycle,Independent Driver
26442,Motorcycle,Partner Fleet
26455,Motorcycle,Independent Driver
26458,Bicycle,Independent Driver
26464,Motorcycle,Independent Driver
26465,Motorcycle,Independent Driver
26467,Motorcycle,Partner Fleet
26475,Bicycle,Independent Driver
26481,Bicycle,Independent Driver
26502,Motorcycle,Independent Driver
26506,Motorcycle,Partner Fleet
26507,Motorcycle,Independent Driver
26509,Bicycle,Independent Driver
26510,Motorcycle,Independent Driver
26511,Motorcycle,Partner Fleet
26520,Motorcycle,Partner Fleet
26522,Motorcycle,Independent Driver
26526,Motorcycle,Independent Driver
26532,Motorcycle,Independent Driver
26534,Bicycle,Independent Driver
26535,Motorcycle,Independent Driver
26536,Motorcycle,Independent Driver
26543,Motorcycle,Partner Fleet
26546,Motorcycle,Independent Driver
26557,Motorcycle,Partner Fleet
26567,Bicycle,Independent Driver
26588,Bicycle,Independent Driver
26589,Motorcycle,Independent Driver
26599,Motorcycle,Independent Driver
26609,Motorcycle,Partner Fleet
26619,Motorcycle,Independent Driver
26629,Motorcycle,Independent Driver
26659,Bicycle,Independent Driver
26660,Motorcycle,Independent Driver
26661,Bicycle,Independent Driver
26666,Motorcycle,Independent Driver
26669,Motorcycle,Independent Driver
26679,Motorcycle,Independent Driver
26681,Motorcycle,Independent Driver
26685,Motorcycle,Independent Driver
26707,Motorcycle,Independent Driver
26713,Bicycle,Independent Driver
26720,Bicycle,Independent Driver
26750,Motorcycle,Independent Driver
26770,Motorcycle,Partner Fleet
26779,Motorcycle,Partner Fleet
26782,Motorcycle,Independent Driver
26785,Motorcycle,Partner Fleet
26790,Bicycle,Independent Driver
26798,Motorcycle,Independent Driver
26805,Motorcycle,Independent Driver
26832,Motorcycle,Independent Driver
26854,Motorcycle,Independent Driver
26872,Motorcycle,Independent Driver
26879,Motorcycle,Partner Fleet
26890,Motorcycle,Independent Driver
26899,Motorcycle,Independent Driver
26910,Motorcycle,Partner Fleet
26911,Bicycle,Independent Driver
26938,Bicycle,Independent Driver
26944,Motorcycle,Independent Driver
26972,Bicycle,Independent Driver
26979,Motorcycle,Partner Fleet
26986,Motorcycle,Independent Driver
26988,Motorcycle,Independent Driver
27001,Bicycle,Independent Driver
27048,Motorcycle,Independent Driver
27050,Motorcycle,Partner Fleet
27051,Motorcycle,Independent Driver
27091,Motorcycle,Independent Driver
27096,Motorcycle,Independent Driver
27122,Motorcycle,Independent Driver
27124,Motorcycle,Independent Driver
27154,Motorcycle,Independent Driver
27155,Bicycle,Independent Driver
27165,Motorcycle,Independent Driver
27170,Bicycle,Independent Driver
27172,Motorcycle,Independent Driver
27181,Bicycle,Independent Driver
27200,Motorcycle,Independent Driver
27214,Motorcycle,Independent Driver
27219,Motorcycle,Independent Driver
27221,Motorcycle,Independent Driver
27229,Motorcycle,Partner Fleet
27231,Bicycle,Independent Driver
27239,Motorcycle,Independent Driver
27265,Motorcycle,Independent Driver
27294,Motorcycle,Independent Driver
27305,Motorcycle,Independent Driver
27312,Motorcycle,Partner Fleet
27346,Bicycle,Independent Driver
27353,Bicycle,Independent Driver
27374,Motorcycle,Independent Driver
27381,Motorcycle,Independent Driver
27385,Motorcycle,Partner Fleet
27392,Bicycle,Independent Driver
27416,Bicycle,Independent Driver
27419,Motorcycle,Independent Driver
27421,Motorcycle,Independent Driver
27422,Motorcycle,Partner Fleet
27429,Motorcycle,Partner Fleet
27432,Motorcycle,Independent Driver
27433,Motorcycle,Partner Fleet
27442,Motorcycle,Independent Driver
27450,Motorcycle,Independent Driver
27464,Motorcycle,Independent Driver
27477,Motorcycle,Independent Driver
27481,Motorcycle,Partner Fleet
27484,Bicycle,Independent Driver
27492,Motorcycle,Independent Driver
27501,Bicycle,Independent Driver
27502,Motorcycle,Independent Driver
27534,Motorcycle,Independent Driver
27538,Motorcycle,Partner Fleet
27551,Motorcycle,Partner Fleet
27572,Motorcycle,Independent Driver
27577,Motorcycle,Independent Driver
27594,Motorcycle,Independent Driver
27596,Bicycle,Independent Driver
27602,Bicycle,Independent Driver
27623,Bicycle,Independent Driver
27626,Motorcycle,Independent Driver
27637,Bicycle,Independent Driver
27639,Bicycle,Independent Driver
27647,Bicycle,Independent Driver
27667,Motorcycle,Independent Driver
27682,Motorcycle,Partner Fleet
27700,Motorcycle,Independent Driver
27711,Bicycle,Independent Driver
27718,Motorcycle,Partner Fleet
27719,Motorcycle,Independent Driver
27720,Motorcycle,Independent Driver
27736,Motorcycle,Partner Fleet
27738,Motorcycle,Independent Driver
27739,Motorcycle,Independent Driver
27741,Motorcycle,Partner Fleet
27747,Motorcycle,Partner Fleet
27748,Bicycle,Independent Driver
27756,Motorcycle,Partner Fleet
27765,Motorcycle,Independent Driver
27798,Motorcycle,Partner Fleet
27810,Bicycle,Independent Driver
27823,Bicycle,Independent Driver
27826,Bicycle,Independent Driver
27831,Motorcycle,Independent Driver
27842,Bicycle,Independent Driver
27857,Motorcycle,Partner Fleet
27883,Motorcycle,Independent Driver
27921,Bicycle,Independent Driver
27923,Motorcycle,Independent Driver
27931,Motorcycle,Independent Driver
27945,Motorcycle,Independent Driver
27948,Motorcycle,Independent Driver
27953,Motorcycle,Independent Driver
27970,Motorcycle,Independent Driver
27975,Motorcycle,Partner Fleet
27978,Motorcycle,Independent Driver
28006,Motorcycle,Partner Fleet
28018,Motorcycle,Independent Driver
28025,Motorcycle,Independent Driver
28029,Motorcycle,Independent Driver
28038,Motorcycle,Independent Driver
28041,Bicycle,Independent Driver
28045,Bicycle,Independent Driver
28049,Bicycle,Independent Driver
28072,Bicycle,Independent Driver
28096,Bicycle,Independent Driver
28100,Motorcycle,Independent Driver
28110,Motorcycle,Partner Fleet
28111,Motorcycle,Independent Driver
28126,Bicycle,Independent Driver
28128,Motorcycle,Independent Driver
28137,Bicycle,Independent Driver
28148,Motorcycle,Independent Driver
28149,Bicycle,Independent Driver
28165,Motorcycle,Independent Driver
28169,Motorcycle,Partner Fleet
28171,Bicycle,Independent Driver
28172,Bicycle,Independent Driver
28173,Motorcycle,Independent Driver
28175,Motorcycle,Partner Fleet
28179,Motorcycle,Independent Driver
28180,Motorcycle,Partner Fleet
28181,Bicycle,Independent Driver
28195,Bicycle,Independent Driver
28217,Bicycle,Independent Driver
28235,Bicycle,Independent Driver
28246,Motorcycle,Independent Driver
28247,Motorcycle,Independent Driver
28263,Motorcycle,Independent Driver
28265,Bicycle,Independent Driver
28284,Bicycle,Independent Driver
28292,Bicycle,Independent Driver
28296,Motorcycle,Independent Driver
28297,Bicycle,Independent Driver
28300,Motorcycle,Independent Driver
28301,Motorcycle,Partner Fleet
28312,Motorcycle,Independent Driver
28326,Motorcycle,Independent Driver
28330,Motorcycle,Independent Driver
28336,Motorcycle,Independent Driver
28341,Motorcycle,Independent Driver
28345,Motorcycle,Partner Fleet
28395,Bicycle,Independent Driver
28397,Motorcycle,Independent Driver
28403,Motorcycle,Independent Driver
28405,Bicycle,Independent Driver
28409,Bicycle,Independent Driver
28414,Motorcycle,Independent Driver
28415,Motorcycle,Partner Fleet
28447,Motorcycle,Independent Driver
28456,Bicycle,Independent Driver
28476,Motorcycle,Independent Driver
28477,Motorcycle,Independent Driver
28480,Motorcycle,Independent Driver
28510,Bicycle,Independent Driver
28516,Motorcycle,Independent Driver
28518,Bicycle,Independent Driver
28523,Motorcycle,Independent Driver
28544,Motorcycle,Independent Driver
28551,Bicycle,Independent Driver
28553,Motorcycle,Independent Driver
28560,Motorcycle,Independent Driver
28562,Motorcycle,Independent Driver
28563,Bicycle,Independent Driver
28565,Motorcycle,Independent Driver
28572,Bicycle,Independent Driver
28598,Motorcycle,Partner Fleet
28603,Motorcycle,Independent Driver
28610,Bicycle,Independent Driver
28623,Motorcycle,Independent Driver
28624,Motorcycle,Independent Driver
28628,Bicycle,Independent Driver
28629,Bicycle,Independent Driver
28633,Motorcycle,Independent Driver
28653,Bicycle,Independent Driver
28659,Motorcycle,Partner Fleet
28668,Motorcycle,Independent Driver
28673,Bicycle,Independent Driver
28675,Motorcycle,Partner Fleet
28681,Motorcycle,Independent Driver
28706,Bicycle,Independent Driver
28716,Motorcycle,Independent Driver
28735,Motorcycle,Independent Driver
28749,Motorcycle,Independent Driver
28755,Motorcycle,Independent Driver
28779,Bicycle,Independent Driver
28804,Motorcycle,Independent Driver
28811,Bicycle,Independent Driver
28817,Motorcycle,Independent Driver
28836,Bicycle,Independent Driver
28838,Bicycle,Independent Driver
28858,Bicycle,Independent Driver
28880,Bicycle,Independent Driver
28903,Motorcycle,Independent Driver
28906,Motorcycle,Independent Driver
28910,Motorcycle,Partner Fleet
28913,Motorcycle,Partner Fleet
28919,Motorcycle,Independent Driver
28921,Motorcycle,Independent Driver
28930,Motorcycle,Independent Driver
28939,Motorcycle,Independent Driver
28943,Motorcycle,Independent Driver
28964,Motorcycle,Independent Driver
28983,Motorcycle,Independent Driver
29016,Motorcycle,Independent Driver
29038,Motorcycle,Partner Fleet
29047,Motorcycle,Independent Driver
29060,Motorcycle,Independent Driver
29068,Bicycle,Independent Driver
29077,Motorcycle,Partner Fleet
29082,Motorcycle,Independent Driver
29096,Bicycle,Independent Driver
29105,Motorcycle,Independent Driver
29113,Bicycle,Independent Driver
29133,Motorcycle,Partner Fleet
29150,Motorcycle,Partner Fleet
29166,Bicycle,Independent Driver
29184,Motorcycle,Independent Driver
29186,Bicycle,Independent Driver
29202,Motorcycle,Partner Fleet
29213,Motorcycle,Independent Driver
29227,Motorcycle,Partner Fleet
29256,Motorcycle,Partner Fleet
29257,Motorcycle,Partner Fleet
29258,Motorcycle,Partner Fleet
29267,Motorcycle,Partner Fleet
29271,Motorcycle,Partner Fleet
29279,Bicycle,Independent Driver
29304,Bicycle,Independent Driver
29324,Motorcycle,Partner Fleet
29341,Motorcycle,Independent Driver
29378,Bicycle,Independent Driver
29394,Motorcycle,Independent Driver
29398,Motorcycle,Independent Driver
29409,Motorcycle,Independent Driver
29425,Motorcycle,Independent Driver
29449,Motorcycle,Independent Driver
29451,Motorcycle,Partner Fleet
29454,Bicycle,Independent Driver
29458,Motorcycle,Partner Fleet
29460,Bicycle,Independent Driver
29462,Motorcycle,Independent Driver
29464,Motorcycle,Partner Fleet
29465,Motorcycle,Independent Driver
29468,Motorcycle,Independent Driver
29496,Bicycle,Independent Driver
29500,Motorcycle,Independent Driver
29506,Motorcycle,Independent Driver
29533,Bicycle,Independent Driver
29544,Bicycle,Independent Driver
29555,Motorcycle,Independent Driver
29557,Motorcycle,Partner Fleet
29559,Bicycle,Independent Driver
29573,Motorcycle,Independent Driver
29600,Bicycle,Independent Driver
29611,Motorcycle,Independent Driver
29620,Motorcycle,Independent Driver
29624,Motorcycle,Partner Fleet
29626,Motorcycle,Independent Driver
29634,Motorcycle,Partner Fleet
29635,Motorcycle,Independent Driver
29638,Motorcycle,Partner Fleet
29641,Motorcycle,Partner Fleet
29657,Motorcycle,Independent Driver
29661,Bicycle,Independent Driver
29669,Motorcycle,Independent Driver
29676,Motorcycle,Partner Fleet
29685,Bicycle,Independent Driver
29686,Bicycle,Independent Driver
29696,Bicycle,Independent Driver
29711,Motorcycle,Partner Fleet
29763,Bicycle,Independent Driver
29783,Bicycle,Independent Driver
29812,Motorcycle,Partner Fleet
29815,Bicycle,Independent Driver
29829,Bicycle,Independent Driver
29852,Motorcycle,Independent Driver
29865,Motorcycle,Partner Fleet
29874,Motorcycle,Independent Driver
29877,Motorcycle,Partner Fleet
29906,Motorcycle,Independent Driver
29918,Motorcycle,Independent Driver
29934,Bicycle,Independent Driver
29958,Motorcycle,Independent Driver
29959,Bicycle,Independent Driver
29962,Motorcycle,Partner Fleet
29966,Motorcycle,Independent Driver
29973,Motorcycle,Independent Driver
29979,Motorcycle,Independent Driver
29991,Bicycle,Independent Driver
30030,Bicycle,Independent Driver
30032,Bicycle,Independent Driver
30040,Motorcycle,Independent Driver
30043,Motorcycle,Independent Driver
30053,Bicycle,Independent Driver
30057,Bicycle,Independent Driver
30075,Motorcycle,Independent Driver
30105,Motorcycle,Independent Driver
30111,Bicycle,Independent Driver
30149,Bicycle,Independent Driver
30158,Motorcycle,Partner Fleet
30169,Motorcycle,Independent Driver
30170,Bicycle,Independent Driver
30178,Motorcycle,Independent Driver
30182,Bicycle,Independent Driver
30221,Bicycle,Independent Driver
30222,Bicycle,Independent Driver
30244,Motorcycle,Independent Driver
30246,Bicycle,Independent Driver
30257,Motorcycle,Independent Driver
30296,Motorcycle,Independent Driver
30299,Motorcycle,Partner Fleet
30306,Bicycle,Independent Driver
30314,Bicycle,Independent Driver
30324,Bicycle,Independent Driver
30341,Motorcycle,Independent Driver
30362,Motorcycle,Independent Driver
30422,Motorcycle,Independent Driver
30427,Motorcycle,Independent Driver
